phone_number,email,credit_score,age_group,family_background,income,comments,intent
+91-9043993507,spenceraaron@example.net,427,51+,Married,877679,now later soon,1
+91-9297364511,cstewart@example.com,666,18-25,Single,540669,maybe soon immediately,0
+91-9427924363,kylebrooks@example.com,365,26-35,Married with Kids,637936,maybe interested,0
+91-9812577004,jasonporter@example.net,577,51+,Single,632361,soon interested immediately,0
+91-9374077822,alee@example.org,496,26-35,Married with Kids,104988,immediately,1
+91-9301197186,kristingarcia@example.com,540,18-25,Single,585281,now interested,0
+91-9140410811,strongkatie@example.net,466,36-50,Married with Kids,630018,maybe,0
+91-9450968140,jshort@example.net,403,51+,Married with Kids,105794,later soon maybe,0
+91-9492470612,jacob83@example.com,482,36-50,Married,800309,now,0
+91-9941061762,nicolebailey@example.net,450,51+,Single,284585,not interested,0
+91-9729195220,watsonadam@example.com,721,51+,Married,388810,later,1
+91-9804572591,williamkeller@example.net,395,18-25,Married with Kids,733238,later,0
+91-9426899422,npeterson@example.com,420,51+,Married with Kids,920391,interested now,0
+91-9510457516,josephtaylor@example.org,402,51+,Married with Kids,137984,immediately maybe interested,0
+91-9644110216,william91@example.com,310,18-25,Married,712839,soon,0
+91-9949533115,xmartinez@example.org,318,36-50,Married,167463,maybe,0
+91-9586171699,dguerra@example.org,598,51+,Married,253407,later maybe urgent,0
+91-9208396575,jamescobb@example.com,339,18-25,Married with Kids,553162,later,0
+91-9068262284,eday@example.com,725,36-50,Married,305612,urgent interested,1
+91-9344946653,philipmoore@example.com,479,51+,Single,650440,later,0
+91-9773857682,jobrien@example.com,675,51+,Married,469534,now immediately interested,1
+91-9410140235,paul04@example.net,775,26-35,Single,984418,urgent interested not interested,1
+91-9667771076,joshuafisher@example.net,601,36-50,Married with Kids,427616,later now,1
+91-9572887350,shellypatterson@example.org,639,51+,Married,436809,not interested,0
+91-9156232502,qcampbell@example.com,691,26-35,Married with Kids,204848,now urgent,1
+91-9003316528,rachelparks@example.com,759,26-35,Single,697051,soon,1
+91-9261835628,zacharysingleton@example.com,755,36-50,Single,380873,maybe not interested urgent,1
+91-9646006448,thomaselizabeth@example.org,660,36-50,Single,790506,not interested interested,1
+91-9382691700,morgan87@example.org,722,26-35,Single,301992,soon maybe,0
+91-9387249140,karabarnett@example.org,403,18-25,Married,895062,not interested soon,0
+91-9415715972,joshua14@example.com,366,36-50,Single,332738,urgent now,1
+91-9696150914,icervantes@example.org,652,36-50,Married,700307,later not interested,1
+91-9162490655,phansen@example.net,720,36-50,Married with Kids,470498,urgent interested,1
+91-9683667362,jonathan71@example.com,530,51+,Married with Kids,410359,urgent not interested,0
+91-9680525795,rachelatkins@example.net,670,18-25,Single,986146,immediately interested maybe,0
+91-9901783429,shawnholland@example.org,463,18-25,Married,285672,maybe urgent not interested,0
+91-9141854031,jamiesimmons@example.org,748,26-35,Married,858692,later maybe,1
+91-9982117488,brendabrown@example.org,568,26-35,Married with Kids,415885,maybe immediately later,1
+91-9988754506,laura08@example.net,729,36-50,Married,510429,urgent interested maybe,1
+91-9929424555,jay48@example.net,744,51+,Married,521617,urgent,1
+91-9130294728,rhondacarroll@example.com,714,18-25,Single,390668,now immediately maybe,1
+91-9383932744,nathanbarker@example.org,324,26-35,Married,161210,interested,1
+91-9124249655,pwalker@example.com,642,36-50,Married,103727,not interested now,0
+91-9355767565,gcortez@example.org,769,51+,Married,241266,not interested now,1
+91-9932705303,sjohnson@example.com,704,18-25,Married with Kids,586877,not interested later,1
+91-9093617365,claytontroy@example.org,394,18-25,Married with Kids,436115,urgent not interested later,0
+91-9026212280,mstevenson@example.org,341,51+,Single,267950,maybe,0
+91-9307741741,rebecca59@example.com,745,26-35,Married,857193,urgent soon interested,1
+91-9449254353,ashleyvalenzuela@example.net,694,18-25,Married,934838,not interested,1
+91-9178852922,russellerik@example.net,342,18-25,Married,394493,not interested immediately,0
+91-9032056156,andrew27@example.net,797,18-25,Married,447921,soon interested urgent,1
+91-9440989460,bshaw@example.net,597,26-35,Single,519236,soon,0
+91-9083237863,davidnguyen@example.org,749,26-35,Married with Kids,520552,interested,1
+91-9346298974,jason08@example.com,589,51+,Single,252055,soon,0
+91-9477084277,nicolemurray@example.com,423,51+,Married,973808,maybe urgent,1
+91-9511444107,rachel30@example.org,350,36-50,Single,934073,maybe urgent,1
+91-9362973860,tstewart@example.net,761,36-50,Single,846739,not interested,1
+91-9347235340,jeremyhall@example.com,783,26-35,Married,499385,not interested maybe later,1
+91-9472465084,asmith@example.org,841,26-35,Single,683482,maybe urgent not interested,0
+91-9829673301,jonathanortiz@example.com,792,51+,Single,219320,interested later,1
+91-9930718483,karenrogers@example.net,462,26-35,Single,285373,interested,0
+91-9297677817,tmitchell@example.net,634,36-50,Single,757826,urgent not interested interested,1
+91-9654836176,richard49@example.org,796,36-50,Married,722494,immediately,1
+91-9191655508,janicehill@example.com,772,51+,Single,943789,not interested immediately,1
+91-9405044961,oadams@example.org,396,26-35,Single,466038,later maybe now,0
+91-9784421315,dominique02@example.org,846,26-35,Single,158475,maybe soon urgent,0
+91-9215225071,tyler29@example.org,646,26-35,Married,597620,immediately interested,0
+91-9195543736,nlewis@example.net,467,18-25,Single,109148,immediately,0
+91-9692566627,jacob28@example.com,652,36-50,Married with Kids,432521,later immediately not interested,1
+91-9372616711,barkerjessica@example.com,747,51+,Single,231832,immediately later,0
+91-9763391861,christy03@example.org,407,26-35,Single,270982,immediately urgent,0
+91-9407646224,dawn50@example.org,650,26-35,Married,143920,maybe,0
+91-9281087754,gregory07@example.org,401,26-35,Married with Kids,498271,soon,0
+91-9922484450,dbuck@example.com,498,51+,Married with Kids,566072,maybe,1
+91-9535724108,erinmorales@example.com,415,26-35,Married,988543,maybe soon,1
+91-9254952254,amanda32@example.net,548,51+,Married,239280,later maybe soon,0
+91-9552160651,vancemichael@example.com,408,18-25,Married,132049,interested later now,0
+91-9940939287,gary08@example.com,358,26-35,Single,896112,later,1
+91-9696781731,shill@example.com,330,51+,Married with Kids,671559,now soon maybe,0
+91-9770712412,jacob64@example.org,639,18-25,Single,980217,urgent,0
+91-9293470813,patricia50@example.net,480,51+,Single,501199,urgent soon,1
+91-9281408763,imcmillan@example.org,365,18-25,Single,655148,not interested,0
+91-9477864117,snunez@example.com,664,26-35,Single,944217,maybe later,1
+91-9506776328,uboyer@example.com,568,51+,Married with Kids,602536,maybe interested urgent,1
+91-9642069892,paulacooper@example.org,403,18-25,Married with Kids,671235,interested soon,0
+91-9140388576,mreynolds@example.net,454,18-25,Married,811193,now later,1
+91-9228421341,brookseric@example.org,699,36-50,Married with Kids,554839,immediately,1
+91-9787812248,gmartin@example.org,313,18-25,Single,438109,urgent maybe,1
+91-9138291554,brandonjohnson@example.net,328,51+,Married,577002,not interested now,0
+91-9090840694,lucaskristina@example.net,638,18-25,Married,401920,urgent,1
+91-9405062567,leonard65@example.org,698,51+,Married,443147,urgent later,0
+91-9651935048,bradleysally@example.org,366,26-35,Married with Kids,272513,later,0
+91-9044940923,harrisonjean@example.net,443,26-35,Married with Kids,332712,later,0
+91-9221122238,austinxavier@example.net,778,18-25,Married,282604,now maybe immediately,0
+91-9057908501,marysanchez@example.com,415,36-50,Married,407848,immediately later,0
+91-9076000086,jschmitt@example.net,392,18-25,Married with Kids,178042,now not interested,0
+91-9705916118,kayla41@example.org,665,18-25,Single,537697,maybe,1
+91-9984040436,millskenneth@example.com,568,36-50,Single,182862,interested,0
+91-9778089381,danielleparker@example.net,674,51+,Married with Kids,942960,later,0
+91-9453820672,wooderic@example.com,694,26-35,Single,495377,urgent soon,1
+91-9155116399,melissathompson@example.net,734,36-50,Married with Kids,628604,immediately now,0
+91-9077725119,gcarter@example.net,710,26-35,Married with Kids,104587,not interested maybe,0
+91-9361305200,barbara26@example.com,766,51+,Married with Kids,115747,immediately interested,1
+91-9535134862,swilson@example.org,513,26-35,Married,183389,not interested,0
+91-9839087535,amanda06@example.net,569,26-35,Single,778801,soon,1
+91-9976950750,francisangelica@example.com,414,18-25,Single,174185,urgent interested,0
+91-9630325475,clinton49@example.com,725,26-35,Married,433069,interested later urgent,0
+91-9206889444,timothyshaw@example.org,722,51+,Married with Kids,188928,not interested immediately urgent,0
+91-9630986913,vwashington@example.org,437,26-35,Single,505148,now,1
+91-9823375270,kimayala@example.net,740,51+,Married with Kids,779864,not interested urgent maybe,1
+91-9291359130,cgonzalez@example.net,572,26-35,Married with Kids,339953,soon urgent,0
+91-9282441928,kevinlambert@example.org,634,36-50,Single,289808,interested now not interested,1
+91-9535432889,matthewdixon@example.net,781,18-25,Married,855319,later urgent interested,1
+91-9567646226,williammendez@example.com,657,18-25,Married,391730,later not interested immediately,0
+91-9446383621,velezmichelle@example.net,395,36-50,Single,851538,interested maybe soon,1
+91-9671362523,erin48@example.org,809,36-50,Married with Kids,639470,soon,1
+91-9142773122,kylewashington@example.com,656,51+,Married with Kids,107635,later urgent now,0
+91-9383534408,underwoodevan@example.net,779,51+,Married with Kids,572097,later,1
+91-9673438756,masonbrandy@example.com,766,26-35,Single,808066,immediately now not interested,0
+91-9361227777,lawsonsherri@example.com,517,18-25,Married,160759,now maybe interested,0
+91-9339492626,turnercarol@example.net,481,36-50,Single,864979,immediately,0
+91-9586735868,karencruz@example.com,821,36-50,Married,805310,immediately now maybe,1
+91-9911290081,jamessnyder@example.net,352,36-50,Single,484859,immediately not interested,1
+91-9110818249,kimberly09@example.com,404,18-25,Married with Kids,991903,immediately not interested now,1
+91-9682520918,mtucker@example.com,414,51+,Married with Kids,178231,not interested now,0
+91-9299148316,hjackson@example.org,532,18-25,Single,469087,later,0
+91-9487830546,cordovarebecca@example.org,775,36-50,Single,745893,urgent later immediately,1
+91-9902250969,stewartamy@example.net,409,18-25,Married,286722,soon later not interested,0
+91-9285770463,bonnie00@example.com,412,51+,Single,376074,immediately maybe later,0
+91-9853935516,brett93@example.net,449,18-25,Single,615334,urgent not interested later,1
+91-9351620739,kristenwatson@example.org,456,18-25,Married with Kids,153954,maybe urgent,0
+91-9753070409,tmclaughlin@example.org,603,36-50,Married,638478,soon,0
+91-9096827061,utrevino@example.com,464,51+,Single,361858,urgent,0
+91-9272068949,bradleycollins@example.com,764,51+,Married with Kids,145693,now interested,1
+91-9498034480,jacobsmith@example.com,708,26-35,Married,544118,maybe soon,1
+91-9712692787,jessegray@example.org,741,51+,Single,347924,not interested,1
+91-9440843876,gbeard@example.net,719,26-35,Married with Kids,715648,interested maybe later,0
+91-9389063106,eparks@example.com,451,51+,Married with Kids,990988,now urgent not interested,1
+91-9141708770,patrick52@example.net,588,51+,Married with Kids,782415,interested not interested,0
+91-9305425640,collin66@example.net,659,36-50,Single,908271,not interested,1
+91-9301497705,jenkinstimothy@example.org,592,18-25,Married,468211,not interested,0
+91-9540063744,hawkinspaula@example.com,484,36-50,Married,391740,soon interested now,0
+91-9315926043,drobinson@example.org,543,36-50,Single,813240,now not interested,0
+91-9313712774,murphyricardo@example.org,396,18-25,Married with Kids,250170,immediately not interested now,0
+91-9543534687,edwinstewart@example.com,588,51+,Married with Kids,884194,later urgent interested,1
+91-9766863637,dawsonanthony@example.com,466,36-50,Married with Kids,493104,urgent immediately now,0
+91-9833056835,justin33@example.com,490,18-25,Married with Kids,917009,urgent,0
+91-9387209114,jamesryan@example.net,534,51+,Married,777447,now maybe interested,0
+91-9932170675,zcantu@example.com,702,36-50,Married with Kids,688143,now not interested immediately,0
+91-9829311225,millskatherine@example.net,768,18-25,Married with Kids,254593,immediately,0
+91-9170466457,harringtonchristine@example.org,395,26-35,Married with Kids,226921,immediately now soon,0
+91-9597827395,smithgary@example.org,705,18-25,Single,865866,soon,1
+91-9679209920,simsmike@example.org,342,36-50,Married,838523,later maybe,0
+91-9985900612,denisemassey@example.org,492,18-25,Married with Kids,542556,later,0
+91-9304095638,ahamilton@example.org,708,51+,Married,701667,urgent immediately soon,1
+91-9909684425,salazarsusan@example.org,325,18-25,Married with Kids,903476,interested,0
+91-9826974548,max98@example.net,418,18-25,Single,466664,maybe urgent,0
+91-9081324392,gonzalezdaniel@example.org,800,26-35,Married with Kids,231828,now maybe immediately,0
+91-9225947032,jessica52@example.net,317,18-25,Married with Kids,749781,soon now,1
+91-9244402293,burtondebbie@example.com,303,18-25,Single,751038,maybe immediately interested,1
+91-9579893597,susan64@example.com,413,26-35,Married,578681,soon,0
+91-9494606981,rachel87@example.net,344,36-50,Married,957293,soon,1
+91-9922006416,zacharyturner@example.org,423,51+,Married,978203,not interested soon now,1
+91-9787114449,sandra27@example.net,546,51+,Married with Kids,746020,maybe later now,0
+91-9340853655,hmorgan@example.net,809,36-50,Married with Kids,675266,maybe,0
+91-9982687628,joshua77@example.net,783,36-50,Married with Kids,949851,immediately,0
+91-9488839748,victoriasanchez@example.org,801,51+,Single,859362,soon urgent,1
+91-9565931912,ybuckley@example.org,527,36-50,Married with Kids,574144,soon urgent,1
+91-9036990431,latasha72@example.org,688,51+,Married with Kids,622869,immediately later maybe,1
+91-9065717682,jacob84@example.com,842,51+,Single,676015,urgent,1
+91-9032197781,ykennedy@example.com,472,36-50,Single,390913,urgent maybe later,0
+91-9550939775,patricia85@example.com,668,36-50,Married with Kids,217676,soon urgent later,1
+91-9526816660,albert16@example.net,340,18-25,Married with Kids,632130,immediately maybe,1
+91-9957564244,gwilliams@example.net,684,36-50,Married,843606,maybe,1
+91-9790621307,ijohnson@example.org,379,26-35,Married with Kids,637560,urgent now immediately,1
+91-9095314108,ijenkins@example.com,335,18-25,Single,396012,maybe now,0
+91-9720866745,gmcfarland@example.net,721,26-35,Married,235991,urgent,1
+91-9915451203,slopez@example.org,723,51+,Single,818839,not interested,1
+91-9480049250,holly15@example.org,492,51+,Married,737044,maybe now,1
+91-9906925222,johnshaffer@example.net,663,26-35,Married,703569,later,1
+91-9962029770,vincentmichael@example.net,480,26-35,Single,321134,maybe not interested later,0
+91-9766385520,smithsteven@example.org,806,51+,Married,239988,immediately,1
+91-9124253960,hdavis@example.com,389,18-25,Single,159523,urgent,1
+91-9423089243,howardmonica@example.com,822,51+,Married with Kids,366502,not interested later,1
+91-9407742229,belltrevor@example.net,438,36-50,Married with Kids,718543,not interested soon maybe,0
+91-9438471794,wallacenicole@example.com,332,18-25,Married with Kids,519125,soon urgent,0
+91-9167128286,swilliams@example.net,565,51+,Married,916040,interested,0
+91-9390041506,meganpatrick@example.net,427,26-35,Married with Kids,669189,soon urgent maybe,1
+91-9713965437,daniellegonzalez@example.com,633,51+,Married,774656,not interested,0
+91-9521959791,erichardson@example.org,417,51+,Married with Kids,843455,urgent soon now,1
+91-9152656310,jeanvaldez@example.org,308,51+,Married with Kids,266615,maybe,0
+91-9036803266,austinbrown@example.net,753,36-50,Single,837235,interested later,1
+91-9052775958,webbmartin@example.com,794,51+,Married with Kids,286742,not interested,1
+91-9167153500,eric50@example.org,845,26-35,Married,910068,urgent now,1
+91-9850944975,amy26@example.net,534,26-35,Single,855819,immediately interested,1
+91-9008515806,wrodriguez@example.org,454,36-50,Married with Kids,946383,urgent,1
+91-9711659333,wmccann@example.net,496,18-25,Married,443050,interested,0
+91-9362389204,cesarterry@example.com,448,26-35,Married with Kids,499880,maybe,1
+91-9458743310,andersonlacey@example.com,665,51+,Married with Kids,721914,maybe now urgent,1
+91-9799166177,gbecker@example.com,431,51+,Single,455187,urgent later maybe,0
+91-9775529022,brittany23@example.net,419,18-25,Married,796443,maybe,1
+91-9614169579,chaneyjoe@example.net,810,51+,Single,350896,maybe not interested,1
+91-9481627369,gilmorediane@example.org,518,36-50,Married with Kids,972084,not interested soon,1
+91-9890618620,gjohnson@example.com,681,18-25,Married with Kids,393646,soon,1
+91-9016418440,tsmith@example.org,381,18-25,Married with Kids,313376,later not interested,1
+91-9783875996,smithjohn@example.net,672,18-25,Married with Kids,563075,interested not interested maybe,1
+91-9633257232,kathyclark@example.com,788,18-25,Single,767738,immediately urgent,1
+91-9293576056,marcus48@example.com,404,51+,Married,251275,now later maybe,1
+91-9602283810,hallamy@example.net,422,18-25,Single,181011,immediately maybe,0
+91-9965888783,dlivingston@example.com,633,51+,Single,243227,immediately maybe,0
+91-9057433392,anna96@example.org,632,26-35,Single,965008,soon now immediately,1
+91-9823363421,hlandry@example.com,831,36-50,Married,564603,interested immediately urgent,1
+91-9681721040,adrian93@example.com,491,26-35,Married,690879,now urgent,1
+91-9109892263,emahoney@example.net,640,18-25,Married,654770,immediately,0
+91-9412559031,jonesnoah@example.com,310,26-35,Married,435581,maybe now,0
+91-9799803680,elizabeth19@example.com,401,18-25,Married with Kids,558517,immediately,1
+91-9035609278,barbaradavis@example.org,629,51+,Married,552347,soon now,0
+91-9822970108,robinsonjamie@example.org,367,26-35,Married with Kids,339697,maybe immediately urgent,0
+91-9557625656,sdrake@example.net,396,26-35,Married,338256,urgent immediately now,1
+91-9665250643,carolwhite@example.com,313,18-25,Single,661975,not interested interested,0
+91-9155209858,brianmcintosh@example.com,723,51+,Married,303239,later,0
+91-9487633142,jennifer16@example.com,749,18-25,Single,100641,interested not interested,0
+91-9508550370,wallaceamber@example.org,572,51+,Single,628440,not interested interested now,1
+91-9352454654,pjohnson@example.org,434,18-25,Married with Kids,222265,not interested,0
+91-9460857441,david40@example.org,434,26-35,Single,793096,now later,0
+91-9274326383,breanna34@example.net,673,18-25,Married,448184,now soon,0
+91-9133409248,jcosta@example.net,839,26-35,Married,852756,not interested later,1
+91-9630864953,nicolecannon@example.org,542,36-50,Married with Kids,393461,maybe immediately,0
+91-9573880417,alexandra98@example.net,674,18-25,Married with Kids,267626,immediately,1
+91-9167469978,kennedychristina@example.org,742,36-50,Single,420176,later urgent,1
+91-9188383130,sparkschristopher@example.com,574,51+,Married,609250,soon immediately not interested,0
+91-9536936564,lcastillo@example.com,624,18-25,Married with Kids,515379,now interested,1
+91-9707220089,webbroger@example.net,820,36-50,Married,595403,soon immediately now,0
+91-9984865186,contreraseddie@example.com,657,26-35,Married with Kids,791865,urgent immediately,0
+91-9989825594,linda33@example.com,785,18-25,Single,174577,later soon,1
+91-9469905207,michellebrooks@example.net,457,51+,Married with Kids,640143,interested immediately soon,0
+91-9880118916,bbaker@example.org,506,18-25,Single,890658,immediately now not interested,1
+91-9684277717,deborah13@example.com,423,18-25,Married,409981,soon,0
+91-9600759682,jennifer53@example.com,659,26-35,Married with Kids,477335,now,0
+91-9307218984,bowersholly@example.net,607,26-35,Married with Kids,909700,maybe immediately,1
+91-9605521209,obaxter@example.com,545,51+,Married,780686,later not interested,1
+91-9333805962,edwardlambert@example.org,588,18-25,Married,969125,maybe now urgent,1
+91-9927711486,paula21@example.org,757,51+,Single,713565,maybe later,1
+91-9390359337,angel06@example.com,484,18-25,Married,910123,immediately soon interested,1
+91-9370552876,christinesoto@example.org,618,18-25,Married,967483,now,1
+91-9020063454,amy12@example.net,712,26-35,Married with Kids,266668,now not interested,0
+91-9006320816,ileonard@example.org,432,36-50,Single,654255,interested maybe immediately,0
+91-9662947515,regina06@example.org,429,26-35,Married with Kids,382971,urgent,0
+91-9574111946,justin59@example.com,446,18-25,Single,319551,maybe,0
+91-9967504161,hfrancis@example.net,753,18-25,Married,916971,soon not interested interested,1
+91-9078559757,hamiltonerin@example.net,354,26-35,Married with Kids,709132,maybe interested,1
+91-9808424825,bnewton@example.net,450,36-50,Married with Kids,428181,urgent,0
+91-9468232301,greenlindsey@example.org,633,36-50,Married,314716,maybe soon,0
+91-9827396209,carterstephanie@example.com,351,26-35,Married,716768,soon urgent,1
+91-9977623448,colonsheryl@example.net,539,51+,Single,879424,urgent immediately,1
+91-9569918616,skrueger@example.com,629,36-50,Married,705082,later,1
+91-9940001273,dawn32@example.net,786,18-25,Married with Kids,989051,urgent interested maybe,1
+91-9012417538,davidgray@example.net,809,18-25,Married,196178,soon later,1
+91-9929029260,autumndavis@example.net,766,36-50,Married,519515,not interested interested urgent,0
+91-9814489351,veronica22@example.org,494,26-35,Married with Kids,578119,soon urgent immediately,1
+91-9830888970,michaelfarley@example.net,476,51+,Married,198064,urgent,0
+91-9261892727,richard26@example.com,698,18-25,Married with Kids,423827,now not interested soon,0
+91-9228818524,murillogary@example.org,677,18-25,Married with Kids,950551,not interested soon,0
+91-9948856925,tonya21@example.org,482,51+,Married,199269,urgent not interested,1
+91-9038357267,lisa86@example.org,772,18-25,Married with Kids,153832,later,1
+91-9121527802,jamesrachel@example.com,621,51+,Single,709416,immediately,1
+91-9204550819,qrussell@example.org,345,51+,Single,220136,interested not interested,0
+91-9604901883,vburns@example.net,580,18-25,Married,772761,soon now later,1
+91-9445307740,gregory89@example.com,409,36-50,Married,507856,soon not interested,0
+91-9357470099,angela55@example.com,755,26-35,Married with Kids,282110,urgent immediately later,1
+91-9354000763,jeremy53@example.org,721,36-50,Married with Kids,432212,not interested,0
+91-9030166271,millercole@example.com,467,51+,Married,211522,not interested interested,1
+91-9535873364,dylanhowell@example.net,592,26-35,Single,403491,interested soon now,0
+91-9625401968,griffinmatthew@example.org,534,51+,Married with Kids,558065,maybe later,0
+91-9125234927,robert21@example.net,481,18-25,Married with Kids,352040,immediately urgent maybe,1
+91-9814226118,steven70@example.org,801,51+,Married,903669,soon later,1
+91-9016373698,fraziertracy@example.com,578,36-50,Single,904205,now immediately later,1
+91-9676161153,kyle42@example.net,833,36-50,Married with Kids,110786,maybe,1
+91-9668476026,xsullivan@example.com,735,51+,Married with Kids,897923,later soon not interested,1
+91-9773985547,robertflores@example.org,527,51+,Married,364336,maybe,1
+91-9717672281,tylerfrazier@example.net,617,36-50,Single,620586,interested soon,0
+91-9771622669,shawn02@example.org,315,18-25,Single,140474,interested now maybe,0
+91-9373850802,nathan58@example.org,550,18-25,Married with Kids,367755,urgent soon not interested,0
+91-9302187436,william65@example.net,734,51+,Single,994346,maybe,1
+91-9644727620,maxwellangela@example.net,623,51+,Married with Kids,235614,urgent,1
+91-9979236361,wrojas@example.com,568,26-35,Married with Kids,803452,soon maybe interested,1
+91-9670721494,carlwarren@example.org,420,26-35,Married with Kids,332335,urgent interested,0
+91-9667825933,tprice@example.org,577,51+,Married with Kids,590638,soon immediately urgent,1
+91-9614053872,tuckerandre@example.org,618,51+,Married with Kids,165328,immediately urgent,1
+91-9986966475,michael89@example.net,405,18-25,Single,867641,maybe,0
+91-9171132297,phillipskaren@example.net,758,18-25,Married,607114,now,1
+91-9983683746,kimjulie@example.net,790,51+,Single,149884,soon now,0
+91-9069475510,yruiz@example.com,465,36-50,Single,406723,interested immediately,0
+91-9407866731,jonathandavidson@example.com,658,36-50,Single,755032,urgent,1
+91-9490840220,nmcguire@example.com,682,26-35,Single,358805,now immediately,1
+91-9766048338,fjones@example.org,830,36-50,Single,139565,immediately urgent,1
+91-9967134399,larryalvarez@example.com,369,36-50,Single,795248,urgent now later,0
+91-9061079567,angela01@example.org,607,18-25,Single,418124,immediately interested,0
+91-9336953722,ashleyshaw@example.net,409,18-25,Married with Kids,397822,interested later maybe,0
+91-9078178315,mwilliams@example.org,787,51+,Single,666341,later soon,0
+91-9783703411,jasongonzalez@example.org,447,36-50,Married,382186,not interested interested,1
+91-9744432445,courtney71@example.com,447,26-35,Married,139872,now,0
+91-9175847327,phanson@example.org,461,36-50,Single,937112,not interested,0
+91-9112792341,calebhanson@example.net,786,26-35,Married with Kids,619109,now not interested,1
+91-9151140647,bhampton@example.com,752,36-50,Married with Kids,834749,interested,1
+91-9850833370,timothybean@example.org,350,26-35,Single,305142,maybe not interested later,0
+91-9616986492,ibowman@example.com,799,36-50,Married with Kids,616446,immediately later,0
+91-9574258120,christopher22@example.org,742,36-50,Married,556324,interested,1
+91-9451329767,nho@example.org,361,36-50,Single,887261,later maybe soon,0
+91-9930033301,sean00@example.org,511,51+,Single,586451,immediately,1
+91-9195200279,rpierce@example.com,648,18-25,Married with Kids,461831,later not interested maybe,1
+91-9322897550,matthewmartinez@example.org,517,51+,Married,477282,now immediately soon,0
+91-9829885373,kenneth18@example.net,588,26-35,Married,886455,maybe soon,0
+91-9517505281,kristahorne@example.org,340,26-35,Single,287117,soon later not interested,0
+91-9646034596,kellymoore@example.net,753,18-25,Single,265932,interested later,1
+91-9543863937,lsullivan@example.com,738,26-35,Single,293770,later maybe,0
+91-9057158276,iberry@example.org,318,51+,Married,249562,now interested soon,0
+91-9995780068,thomaspeter@example.org,670,26-35,Married with Kids,121701,later,0
+91-9712380255,aguilarricky@example.com,819,51+,Married,542144,maybe immediately,1
+91-9302556253,ckirby@example.com,400,51+,Married,982356,not interested now,0
+91-9100938079,seanhart@example.net,828,18-25,Married with Kids,747789,not interested maybe urgent,1
+91-9353792703,makaylathompson@example.net,386,18-25,Single,760591,maybe,0
+91-9614245125,jeffreylane@example.com,541,36-50,Married,659087,not interested maybe,0
+91-9572869427,cervantespaul@example.org,505,26-35,Married with Kids,784621,maybe immediately not interested,0
+91-9233494417,paulaustin@example.org,542,18-25,Married,895538,maybe later interested,1
+91-9572827593,nicholas96@example.net,326,18-25,Married with Kids,178320,soon,1
+91-9173519973,blakefaulkner@example.org,711,26-35,Married with Kids,910875,not interested later,1
+91-9473034520,fshepard@example.org,377,26-35,Married with Kids,106030,not interested now,1
+91-9349863084,tylerphelps@example.org,484,18-25,Single,100568,maybe,1
+91-9299983348,hansonkimberly@example.org,639,26-35,Married with Kids,527132,soon interested now,1
+91-9680024183,ross51@example.net,470,18-25,Single,301704,not interested,1
+91-9520657718,caseygloria@example.com,845,36-50,Married,507300,interested,1
+91-9271835945,victoriasanchez@example.com,395,36-50,Married with Kids,742796,now maybe urgent,1
+91-9938696595,morganrichard@example.net,616,26-35,Married,648967,interested later,0
+91-9083170061,dorseymary@example.net,729,51+,Married,384217,urgent immediately,0
+91-9819677060,mwood@example.net,759,18-25,Married with Kids,245498,now immediately,1
+91-9606109131,gonzalesmonica@example.net,328,51+,Married,310726,later soon not interested,0
+91-9455916939,rsmith@example.net,536,26-35,Married with Kids,609668,interested,0
+91-9922418019,zacharycastillo@example.com,357,18-25,Single,316481,immediately soon not interested,0
+91-9801600745,millerjesus@example.net,488,36-50,Married,196209,maybe urgent later,0
+91-9562786883,steven20@example.org,788,26-35,Single,606978,urgent,1
+91-9097680360,douglas23@example.org,623,36-50,Married with Kids,256310,urgent,0
+91-9694231482,matthewmorris@example.com,669,18-25,Single,677406,immediately maybe interested,1
+91-9403089050,matthewryan@example.org,370,51+,Married,219307,urgent now soon,1
+91-9005784274,timothy65@example.org,705,18-25,Married,564793,urgent now maybe,1
+91-9369888397,perezsusan@example.net,743,36-50,Single,919958,interested maybe soon,1
+91-9130962695,monica40@example.org,730,18-25,Single,336316,urgent soon,0
+91-9558298624,jeremyluna@example.net,564,18-25,Single,693180,not interested urgent,1
+91-9638535203,wwalker@example.com,769,18-25,Married,813436,now immediately,0
+91-9391899664,harrellkristen@example.net,487,18-25,Married,241365,not interested now,0
+91-9806804143,xcunningham@example.org,403,36-50,Single,412143,soon maybe,0
+91-9841997220,ghenry@example.com,613,26-35,Married with Kids,191695,urgent soon,0
+91-9301709738,kristina30@example.org,660,26-35,Married with Kids,591955,urgent immediately not interested,1
+91-9252780169,tcampbell@example.org,683,51+,Single,327251,not interested,1
+91-9915161561,zrios@example.com,456,18-25,Married,696644,immediately interested urgent,0
+91-9672289327,brandon00@example.com,479,18-25,Single,624712,not interested,0
+91-9015809998,westjustin@example.net,522,26-35,Married,243855,maybe soon later,1
+91-9874753965,youngkathryn@example.net,432,51+,Single,543727,now interested,0
+91-9844242804,davidpena@example.com,808,36-50,Married,531997,soon,1
+91-9349479285,christopherburnett@example.net,488,51+,Married,304833,not interested,1
+91-9309675979,rachel38@example.net,596,18-25,Married with Kids,873629,immediately,0
+91-9985856358,mcdonaldmaria@example.org,723,18-25,Married with Kids,439767,soon immediately later,0
